Family, Logger, Extender, 0.5, 2, 0.0
2, setLevel(org.apache.log4j.Level ) void, getChainedLevel() org.apache.log4j.Level, 
Family, FJTask, PureExtender, 1.0, 6, 0.0
1, run() void, 
Family, RWLockRNG, Other, 0.75, 4, 0.0
0, 
Family, QuietWriter, Extender, 1.0, 2, 0.0
1, write(java.lang.String ) void, 
Family, Layout, Overrider, 0.5, 4, 0.0
3, activateOptions() void, ignoresThrowable() boolean, format(org.apache.log4j.spi.LoggingEvent ) java.lang.String, 
Family, Notification, PureExtender, 0.8333333, 6, 0.0
0, 
Family, QueryEval, Extender, 1.0, 10, 0.0
1, toString() java.lang.String, 
Family, LongCounter$Wrapper, PureOverrider, 1.0, 3, 0.0
0, 
Family, DefaultAttribute, Extender, 0.5, 2, 0.0
0, 
Family, ConcurrentHashMap$HashIterator, PureOverrider, 1.0, 2, 0.0
1, returnValueOfNext() java.lang.Object, 
Family, AbstractInterceptor, PureOverrider, 0.47058824, 17, 0.0
0, 
Family, RFC1522Codec, Extender, 1.0, 2, 0.0
9, doDecoding(byte[] ) byte[], getDefaultCharset() java.lang.String, encode(java.lang.Object ) java.lang.Object, doEncoding(byte[] ) byte[], encode(java.lang.String ) java.lang.String, decode(java.lang.Object ) java.lang.Object, getEncoding() java.lang.String, decode(java.lang.String ) java.lang.String, encode(java.lang.String java.lang.String ) java.lang.String, 
Family, ModelGroupBinding, PureOverrider, 1.0, 3, 0.0
5, newCursor(org.jboss.xb.binding.sunday.unmarshalling.ParticleBinding ) org.jboss.xb.binding.sunday.unmarshalling.ModelGroupBinding$Cursor, getParticles() java.util.Collection, mayStartWith(javax.xml.namespace.QName java.util.Set ) boolean, addParticle(org.jboss.xb.binding.sunday.unmarshalling.ParticleBinding ) void, getArrayItem() org.jboss.xb.binding.sunday.unmarshalling.ElementBinding, 
Family, AbstractMarshaller, Extender, 0.6666667, 3, 0.0
3, marshal(java.io.Reader org.jboss.xb.binding.ObjectModelProvider java.lang.Object java.io.Writer ) void, addAttribute(java.lang.String java.lang.String java.lang.String java.lang.String ) void, marshal(java.lang.String org.jboss.xb.binding.ObjectModelProvider java.lang.Object java.io.Writer ) void, 
Family, Monitor, Extender, 1.0, 3, 0.0
10, setGranularityPeriod(long ) void, removeSpecificElementAt(int ) void, insertSpecificElementAt(int ) void, start() void, getDerivedGaugeTimeStamp(javax.management.ObjectName ) long, makeDebugTag() java.lang.String, notifyAlarmClock(int ) void, getDerivedGaugeTimeStamp() long, getNotificationInfo() javax.management.MBeanNotificationInfo[], stop() void, 
Family, JMException, Other, 0.6666667, 6, 0.0
0, 
Family, OperationsException, Other, 1.0, 9, 0.0
0, 
Family, NestedException, Other, 1.0, 2, 0.0
0, 
Family, HttpConnection, Other, 0.5, 2, 0.0
0, 
Family, NameValuePair, Extender, 0.6666667, 3, 0.0
0, 
Family, AttributeHandler, PureOverrider, 1.0, 2, 0.0
1, attribute(javax.xml.namespace.QName javax.xml.namespace.QName org.jboss.xb.binding.sunday.unmarshalling.AttributeBinding java.lang.Object java.lang.Object ) void, 
Family, AbsoluteTimeDateFormat, PureOverrider, 1.0, 2, 0.0
2, format(java.util.Date java.lang.StringBuffer java.text.FieldPosition ) java.lang.StringBuffer, parse(java.lang.String java.text.ParsePosition ) java.util.Date, 
Family, JBossNotificationBroadcasterSupport, PureExtender, 0.6666667, 3, 0.0
0, 
Family, MBeanOperationInfo, Overrider, 0.6666667, 3, 0.0
0, 
Family, AttributeValueExp, Overrider, 1.0, 2, 0.0
2, toString() java.lang.String, apply(javax.management.ObjectName ) javax.management.ValueExp, 
Family, RtElementHandler, PureExtender, 0.5, 2, 0.0
0, 
Family, ServiceMBeanSupport, Extender, 0.6363636, 11, 0.0
0, 
Family, MBeanFeatureInfo, Overrider, 0.8, 5, 0.0
3, equals(java.lang.Object ) boolean, clone() java.lang.Object, hashCode() int, 
Family, AbstractBuilder, Extender, 0.6666667, 3, 0.0
1, build() javax.management.MBeanInfo, 
Family, CookieSpecBase, PureOverrider, 1.0, 2, 0.0
3, validate(java.lang.String int java.lang.String boolean org.apache.commons.httpclient.Cookie ) void, parseAttribute(org.apache.commons.httpclient.NameValuePair org.apache.commons.httpclient.Cookie ) void, domainMatch(java.lang.String java.lang.String ) boolean, 
Family, SubDeployerSupport, Extender, 0.5, 4, 0.0
0, 
Family, WeakIdentityHashMap$HashIterator, PureExtender, 1.0, 3, 0.0
1, next() java.lang.Object, 
Family, NestedError, Other, 1.0, 2, 0.0
0, 
Family, BoundCoercionHandler, Overrider, 1.0, 3, 0.0
3, getType() java.lang.Class, coerce(java.lang.Object java.lang.Class ) java.lang.Object, coerce(java.lang.String ) java.lang.Object, 
Family, BoundPropertyAdapter, Overrider, 1.0, 2, 0.0
4, propertyAdded(org.jboss.util.property.PropertyEvent ) void, propertyBound(org.jboss.util.property.PropertyMap ) void, getPropertyName() java.lang.String, propertyChanged(org.jboss.util.property.PropertyEvent ) void, 
Family, AbstractBranch, Extender, 0.5, 2, 0.0
29, accept(org.jboss.dom4j.Visitor ) void, processingInstruction(java.lang.String ) org.jboss.dom4j.ProcessingInstruction, addElement(java.lang.String ) org.jboss.dom4j.Element, childRemoved(org.jboss.dom4j.Node ) void, getStringValue() java.lang.String, getPath(org.jboss.dom4j.Element ) java.lang.String, getDocument() org.jboss.dom4j.Document, write(java.io.Writer ) void, getDocumentFactory() org.jboss.dom4j.DocumentFactory, normalize() void, addNode(int org.jboss.dom4j.Node ) void, removeNode(org.jboss.dom4j.Node ) boolean, processingInstructions() java.util.List, toString() java.lang.String, asXML() java.lang.String, getUniquePath(org.jboss.dom4j.Element ) java.lang.String, contentList() java.util.List, setContent(java.util.List ) void, processingInstructions(java.lang.String ) java.util.List, getName() java.lang.String, remove(org.jboss.dom4j.Element ) boolean, addNode(org.jboss.dom4j.Node ) void, getNodeType() short, clearContent() void, add(org.jboss.dom4j.Element ) void, childAdded(org.jboss.dom4j.Node ) void, getNamespaceURI() java.lang.String, removeProcessingInstruction(java.lang.String ) boolean, setName(java.lang.String ) void, 
Family, Semaphore, Overrider, 0.5, 2, 0.0
4, release(long ) void, acquire() void, release() void, attempt(long ) boolean, 
Family, QueuedSemaphore, Other, 1.0, 2, 0.0
0, 
Family, WriterAppender, Extender, 1.0, 2, 0.0
1, activateOptions() void, 
Family, MBeanInfo, Extender, 0.5, 2, 0.0
0, 
Family, CollectionException, Other, 1.0, 2, 0.0
0, 
Family, PropertyMap, PureExtender, 0.5, 2, 0.0
0, 
Family, AbstractAttribute, PureExtender, 0.33333334, 3, 0.0
4, getQName() org.jboss.dom4j.QName, getParent() org.jboss.dom4j.Element, setValue(java.lang.String ) void, getValue() java.lang.String, 
Family, AbstractNode, Extender, 0.5714286, 7, 0.0
8, accept(org.jboss.dom4j.Visitor ) void, getPath(org.jboss.dom4j.Element ) java.lang.String, toString() java.lang.String, asXML() java.lang.String, getUniquePath(org.jboss.dom4j.Element ) java.lang.String, getNodeType() short, getText() java.lang.String, getNamespaceURI() java.lang.String, 
Family, ExecutorRNG, Other, 1.0, 5, 0.0
0, 
Family, FileAppender, Extender, 0.6666667, 3, 0.0
1, setFile(java.lang.String ) void, 
Family, SyncCollection, Extender, 0.5, 2, 0.0
2, equals(java.lang.Object ) boolean, hashCode() int, 
Family, HttpMethodBase, PureOverrider, 0.5714286, 7, 0.0
1, getName() java.lang.String, 
Family, Counter$Wrapper, PureOverrider, 1.0, 3, 0.0
0, 
Family, NotificationBroadcasterSupport, PureExtender, 0.5, 4, 0.0
4, preDeregister() void, postRegister(java.lang.Boolean ) void, postDeregister() void, preRegister(javax.management.MBeanServer javax.management.ObjectName ) javax.management.ObjectName, 
Family, DefaultHttpParams, PureExtender, 1.0, 3, 0.0
0, 
Family, ThreadFactoryUser, PureExtender, 1.0, 6, 0.0
0, 
Family, TextPropertyEditorSupport, PureOverrider, 1.0, 9, 0.0
1, getValue() java.lang.Object, 
Family, HttpException, Other, 0.6666667, 3, 0.0
0, 
Family, ProtocolException, Other, 1.0, 4, 0.0
0, 
Family, SchedulableRunnable, Overrider, 0.6666667, 3, 0.0
1, doRun() void, 
Family, SyncDelegatedRNG, Other, 1.0, 6, 0.0
0, 
Family, NoSynchRNG, Overrider, 0.5, 2, 0.0
3, next() long, update() void, get() long, 
Family, WriterPreferenceReadWriteLock$Signaller, Extender, 1.0, 2, 0.0
4, signalWaiters() void, acquire() void, release() void, attempt(long ) boolean, 
Family, RelationException, Other, 1.0, 10, 0.0
0, 
Family, ConcurrentReaderHashMap$HashIterator, PureOverrider, 1.0, 2, 0.0
1, returnValueOfNext() java.lang.Object, 
Family, QueuedSemaphore$WaitQueue, PureOverrider, 1.0, 2, 0.0
2, insert(EDU.oswego.cs.dl.util.concurrent.QueuedSemaphore$WaitQueue$WaitNode ) void, extract() EDU.oswego.cs.dl.util.concurrent.QueuedSemaphore$WaitQueue$WaitNode, 
Family, ConcurrentReaderHashMap$HashIterator, PureOverrider, 1.0, 2, 0.0
1, returnValueOfNext() java.lang.Object, 
Family, NestedRuntimeException, Other, 1.0, 3, 0.0
0, 
Family, RFC2617Scheme, Extender, 1.0, 2, 0.0
6, isComplete() boolean, processChallenge(java.lang.String ) void, getSchemeName() java.lang.String, authenticate(org.apache.commons.httpclient.Credentials org.apache.commons.httpclient.HttpMethod ) java.lang.String, isConnectionBased() boolean, authenticate(org.apache.commons.httpclient.Credentials java.lang.String java.lang.String ) java.lang.String, 
Family, ExpectContinueMethod, Extender, 1.0, 2, 0.0
7, getRequestContentLength() long, recycle() void, writeRequestBody(org.apache.commons.httpclient.HttpState org.apache.commons.httpclient.HttpConnection ) boolean, hasRequestContent() boolean, addContentLengthRequestHeader(org.apache.commons.httpclient.HttpState org.apache.commons.httpclient.HttpConnection ) void, getName() java.lang.String, addRequestHeaders(org.apache.commons.httpclient.HttpState org.apache.commons.httpclient.HttpConnection ) void, 
Family, AbstractDeploymentScanner, Extender, 1.0, 2, 0.0
6, setURLComparator(java.lang.String ) void, getURLComparator() java.lang.String, scan() void, preRegister(javax.management.MBeanServer javax.management.ObjectName ) javax.management.ObjectName, getFilter() java.lang.String, setFilter(java.lang.String ) void, 
Family, MBeanConstructorInfo, Overrider, 0.5, 2, 0.0
1, toString() java.lang.String, 
Family, ObjectOutputStreamAdapter, Extender, 0.5, 2, 0.0
0, 
Family, PatternParser$NamedPatternConverter, PureOverrider, 1.0, 2, 0.0
1, getFullyQualifiedName(org.apache.log4j.spi.LoggingEvent ) java.lang.String, 
Family, AuthenticationException, Other, 1.0, 3, 0.0
0, 
Family, DocumentFactory, Extender, 0.42857143, 7, 0.0
0, 
Family, JMRuntimeException, Overrider, 0.6, 5, 0.0
0, 
Family, AbstractCharacterData, Overrider, 1.0, 3, 0.0
45, getParent() org.jboss.dom4j.Element, getLength() int, getParentNode() org.w3c.dom.Node, accept(org.jboss.dom4j.Visitor ) void, setNodeValue(java.lang.String ) void, getNodeValue() java.lang.String, getLocalName() java.lang.String, getNodeName() java.lang.String, supports(java.lang.String java.lang.String ) boolean, insertData(int java.lang.String ) void, deleteData(int int ) void, setPrefix(java.lang.String ) void, getNextSibling() org.w3c.dom.Node, createXPathResult(org.jboss.dom4j.Element ) org.jboss.dom4j.Node, replaceChild(org.w3c.dom.Node org.w3c.dom.Node ) org.w3c.dom.Node, write(java.io.Writer ) void, isSupported(java.lang.String java.lang.String ) boolean, getOwnerDocument() org.w3c.dom.Document, normalize() void, removeChild(org.w3c.dom.Node ) org.w3c.dom.Node, replaceData(int int java.lang.String ) void, getNodeType() short, insertBefore(org.w3c.dom.Node org.w3c.dom.Node ) org.w3c.dom.Node, setParent(org.jboss.dom4j.Element ) void, getText() java.lang.String, getData() java.lang.String, hasChildNodes() boolean, getAttributes() org.w3c.dom.NamedNodeMap, appendData(java.lang.String ) void, getLastChild() org.w3c.dom.Node, getPrefix() java.lang.String, getNamespaceURI() java.lang.String, toString() java.lang.String, isReadOnly() boolean, asXML() java.lang.String, setText(java.lang.String ) void, cloneNode(boolean ) org.w3c.dom.Node, substringData(int int ) java.lang.String, supportsParent() boolean, getPreviousSibling() org.w3c.dom.Node, hasAttributes() boolean, setData(java.lang.String ) void, getFirstChild() org.w3c.dom.Node, getChildNodes() org.w3c.dom.NodeList, appendChild(org.w3c.dom.Node ) org.w3c.dom.Node, 
Family, SynchronizedVariable, Extender, 0.8888889, 9, 0.0
0, 
Family, DelegatedRNG, PureExtender, 0.25, 4, 0.0
0, 
Family, AppenderSkeleton, Extender, 1.0, 2, 0.0
3, requiresLayout() boolean, append(org.apache.log4j.spi.LoggingEvent ) void, close() void, 
Family, RepositoryClassLoader, Overrider, 0.5, 2, 0.0
1, getObjectName() javax.management.ObjectName, 
Family, LoaderRepository, Extender, 0.5, 2, 0.0
11, getResource(java.lang.String java.lang.ClassLoader ) java.net.URL, loadClassWithout(java.lang.ClassLoader java.lang.String ) java.lang.Class, loadClassBefore(java.lang.ClassLoader java.lang.String ) java.lang.Class, getResources(java.lang.String java.lang.ClassLoader java.util.List ) void, loadClass(java.lang.String ) java.lang.Class, newClassLoader(java.net.URL boolean ) org.jboss.mx.loading.RepositoryClassLoader, loadClass(java.lang.String boolean java.lang.ClassLoader ) java.lang.Class, addClassLoader(java.lang.ClassLoader ) void, newClassLoader(java.net.URL java.net.URL boolean ) org.jboss.mx.loading.RepositoryClassLoader, removeClassLoader(java.lang.ClassLoader ) void, addClassLoaderURL(java.lang.ClassLoader java.net.URL ) boolean, 
Family, SimpleSubDeployerSupport, Overrider, 1.0, 2, 0.0
1, parseMetaData(org.jboss.deployment.DeploymentInfo java.net.URL ) void, 
Family, CharactersHandler, PureOverrider, 0.75, 4, 0.0
0, 
Family, AbstractMBeanInvoker, Extender, 0.5, 2, 0.0
0, 
Family, XsdElement, PureExtender, 1.0, 2, 0.0
0, 
Family, ModelGroupBinding$Cursor, PureOverrider, 1.0, 3, 0.0
7, getElement(javax.xml.namespace.QName org.xml.sax.Attributes java.util.Set boolean ) org.jboss.xb.binding.sunday.unmarshalling.ElementBinding, isPositioned() boolean, getOccurence() int, endElement(javax.xml.namespace.QName ) void, getElement() org.jboss.xb.binding.sunday.unmarshalling.ElementBinding, startElement(javax.xml.namespace.QName org.xml.sax.Attributes java.util.Set java.util.List boolean ) java.util.List, getCurrentParticle() org.jboss.xb.binding.sunday.unmarshalling.ParticleBinding, 
Family, URI, Extender, 0.5, 2, 0.0
0, 
Family, DefaultElement, Overrider, 0.6, 5, 0.0
0, 
Family, AbstractElement, Overrider, 1.0, 2, 0.0
14, getParent() org.jboss.dom4j.Element, contentList() java.util.List, setDocument(org.jboss.dom4j.Document ) void, setContent(java.util.List ) void, getDocument() org.jboss.dom4j.Document, setAttributeList(java.util.List ) void, attributeList() java.util.List, getQName() org.jboss.dom4j.QName, setQName(org.jboss.dom4j.QName ) void, setParent(org.jboss.dom4j.Element ) void, clearContent() void, attributeList(int ) java.util.List, supportsParent() boolean, setAttributes(java.util.List ) void, 
Family, URLListerBase, PureExtender, 1.0, 2, 0.0
2, listMembers(java.net.URL org.jboss.net.protocol.URLLister$URLFilter boolean ) java.util.Collection, listMembers(java.net.URL org.jboss.net.protocol.URLLister$URLFilter ) java.util.Collection, 
Family, RNG, PureOverrider, 0.75, 4, 0.0
3, internalUpdate() void, set(long ) void, internalGet() long, 
Family, SemaphoreControlledChannel, Overrider, 0.6666667, 3, 0.0
3, extract() java.lang.Object, peek() java.lang.Object, insert(java.lang.Object ) void, 
Family, TermBinding, Extender, 0.6666667, 3, 0.0
4, isModelGroup() boolean, isElement() boolean, isWildcard() boolean, isSkip() boolean, 
Family, PatternConverter, PureOverrider, 0.875, 8, 0.0
1, convert(org.apache.log4j.spi.LoggingEvent ) java.lang.String, 
Family, FilterIterator, PureOverrider, 1.0, 3, 0.0
1, matches(java.lang.Object ) boolean, 
Family, PartBase, Overrider, 0.5, 2, 0.0
2, sendData(java.io.OutputStream ) void, lengthOfData() long, 
Family, OpenType, Overrider, 1.0, 4, 0.0
4, toString() java.lang.String, equals(java.lang.Object ) boolean, hashCode() int, isValue(java.lang.Object ) boolean, 
Family, EntityEnclosingMethod, Extender, 0.5, 2, 0.0
1, getName() java.lang.String, 
Family, MBeanServerBuilder, PureOverrider, 1.0, 2, 0.0
2, newMBeanServerDelegate() javax.management.MBeanServerDelegate, newMBeanServer(java.lang.String javax.management.MBeanServer javax.management.MBeanServerDelegate ) javax.management.MBeanServer, 
Family, MBeanAttributeInfo, Extender, 0.5, 2, 0.0
1, toString() java.lang.String, 
Family, WriterPreferenceReadWriteLock, PureOverrider, 1.0, 2, 0.0
1, allowReader() boolean, 
Family, ConfigurationException, Other, 1.0, 2, 0.0
0, 
